entity,name,subcategory,type,first build,second build
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,all outcomes,FingerprintingMedian,2.0,2.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,all outcomes,FingerprintingP90,2.0,2.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,Duration,114,90
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,Counter,1,1
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,Fingerprinting,2,2
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,DurationMean,114,90
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,DurationMedian,114.0,90.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,DurationP90,114.0,90.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,FingerprintingMean,2,2
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,FingerprintingMedian,2.0,2.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_not_cacheable,FingerprintingP90,2.0,2.0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,Duration,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,Counter,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,Fingerprinting,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,DurationMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,DurationMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,DurationP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,FingerprintingMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,Duration,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,Counter,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,Fingerprinting,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,DurationMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,DurationMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,DurationP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,FingerprintingMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,FingerprintingMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,no-source,FingerprintingP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,Duration,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,Counter,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,Fingerprinting,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,DurationMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,DurationMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,DurationP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,FingerprintingMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,Duration,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,Counter,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,Fingerprinting,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,DurationMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,DurationMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,DurationP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,FingerprintingMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,skipped,FingerprintingP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,Duration,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,Counter,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,Fingerprinting,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,DurationMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,com.google.android.gms.oss.licenses.plugin.LicensesTask,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,CacheSize,1329,3136
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,Duration,2489,4276
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,Counter,25,25
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,Fingerprinting,1329,3136
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,DurationMean,99,171
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,DurationMedian,14.0,11.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,DurationP90,140.0,103.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,FingerprintingMean,53,125
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,all outcomes,FingerprintingP90,5.0,1.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,Duration,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,Counter,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,Duration,2378,4204
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,Counter,13,13
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,Fingerprinting,1317,3126
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,DurationMean,182,323
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,DurationMedian,18.0,17.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,DurationP90,1247.0,2372.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,FingerprintingMean,101,240
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,executed_cacheable,FingerprintingP90,780.0,1870.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,Duration,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,Counter,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,DurationMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,no-source,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,Duration,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,Counter,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,skipped,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,Duration,111,72
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,Counter,12,12
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,Fingerprinting,12,10
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,DurationMean,9,6
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,DurationMedian,7.0,4.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,DurationP90,23.0,15.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,FingerprintingMean,1,0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.res.ParseLibraryResourcesTask,avoided_from_local_cache,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,CacheSize,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,Duration,7,16
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,Counter,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,Fingerprinting,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,DurationMean,7,16
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,DurationMedian,7.0,16.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,DurationP90,7.0,16.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,FingerprintingMean,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,all outcomes,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,Duration,7,16
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,Counter,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,Fingerprinting,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,DurationMean,7,16
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,DurationMedian,7.0,16.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,DurationP90,7.0,16.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,FingerprintingMean,1,1
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_not_cacheable,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,Duration,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,Counter,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,Duration,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,Counter,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,no-source,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,Duration,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,Counter,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,skipped,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,Duration,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,Counter,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.CompatibleScreensManifest,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,CacheSize,18,19
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,Duration,138,183
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,Counter,23,23
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,Fingerprinting,18,19
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,DurationMean,6,7
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,DurationMedian,6.0,8.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,DurationP90,11.0,12.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,all outcomes,FingerprintingP90,1.0,2.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,Duration,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,Counter,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,Duration,9,24
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,Counter,2,2
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,Fingerprinting,2,1
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,DurationMean,4,12
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,DurationMedian,5.0,12.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,DurationP90,5.0,12.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,FingerprintingMean,1,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,executed_cacheable,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,Duration,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,Counter,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,no-source,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,Duration,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,Counter,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,skipped,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,Duration,129,159
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,Counter,21,21
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,Fingerprinting,16,18
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,DurationMean,6,7
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,DurationMedian,6.0,8.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,DurationP90,11.0,11.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.ExtractDeepLinksTask,avoided_from_local_cache,FingerprintingP90,1.0,2.0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,CacheSize,60,49
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,Duration,1836,607
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,Counter,22,22
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,Fingerprinting,60,49
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,DurationMean,83,27
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,DurationMedian,20.0,21.0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,DurationP90,162.0,29.0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,FingerprintingMean,2,2
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,FingerprintingMedian,2.0,2.0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,all outcomes,FingerprintingP90,7.0,4.0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,Duration,0,0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,Counter,0,0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessLibraryManifest,executed_cacheable,Duration,1836,607
