entity,name,subcategory,type,first build,second build
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,all outcomes,DurationMedian,23.0,20.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,all outcomes,DurationP90,23.0,20.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,all outcomes,FingerprintingMean,2,2
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,all outcomes,FingerprintingMedian,2.0,2.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,all outcomes,FingerprintingP90,2.0,2.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,Duration,23,20
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,Counter,1,1
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,Fingerprinting,2,2
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,DurationMean,23,20
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,DurationMedian,23.0,20.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,DurationP90,23.0,20.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,FingerprintingMean,2,2
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,FingerprintingMedian,2.0,2.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_not_cacheable,FingerprintingP90,2.0,2.0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,Duration,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,Counter,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,Fingerprinting,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,DurationMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,Duration,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,Counter,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,Fingerprinting,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,DurationMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,DurationMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,DurationP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,FingerprintingMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,no-source,FingerprintingP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,Duration,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,Counter,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,Fingerprinting,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,DurationMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,DurationMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,DurationP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,FingerprintingMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,lifecycle,FingerprintingP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,Duration,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,Counter,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,Fingerprinting,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,DurationMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,DurationMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,DurationP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,FingerprintingMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,skipped,FingerprintingP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,Duration,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,Counter,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,Fingerprinting,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,DurationMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.plugin.devel.tasks.GeneratePluginDescriptors,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,CacheSize,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,Duration,44,46
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,Counter,2,2
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,Fingerprinting,6,6
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,DurationMean,22,23
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,DurationMedian,22.0,23.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,DurationP90,42.0,43.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,FingerprintingMean,3,3
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,FingerprintingMedian,3.0,3.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,all outcomes,FingerprintingP90,6.0,6.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,Duration,42,43
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,Counter,1,1
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,Fingerprinting,6,6
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,DurationMean,42,43
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,DurationMedian,42.0,43.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,DurationP90,42.0,43.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,FingerprintingMean,6,6
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,FingerprintingMedian,6.0,6.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_not_cacheable,FingerprintingP90,6.0,6.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,Duration,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,Counter,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,Fingerprinting,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,DurationMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,Duration,2,3
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,Counter,1,1
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,Fingerprinting,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,DurationMean,2,3
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,DurationMedian,2.0,3.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,DurationP90,2.0,3.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,FingerprintingMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,FingerprintingMedian,0.0,0.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,no-source,FingerprintingP90,0.0,0.0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,Duration,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,Counter,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,Fingerprinting,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,DurationMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,DurationMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,DurationP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,FingerprintingMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,lifecycle,FingerprintingP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,Duration,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,Counter,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,Fingerprinting,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,DurationMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,DurationMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,DurationP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,FingerprintingMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,skipped,FingerprintingP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,Duration,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,Counter,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,Fingerprinting,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,DurationMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.language.jvm.tasks.ProcessResources,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,CacheSize,7533,6976
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,Duration,72941,49209
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,Counter,74,74
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,Fingerprinting,7547,6986
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,DurationMean,985,664
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,DurationMedian,3.0,3.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,DurationP90,4922.0,3097.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,FingerprintingMean,101,94
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,FingerprintingMedian,0.0,0.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,all outcomes,FingerprintingP90,236.0,225.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,Duration,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,Counter,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,DurationMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,Duration,72782,49076
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,Counter,22,22
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,Fingerprinting,7533,6976
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,DurationMean,3308,2230
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,DurationMedian,1399.0,1247.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,DurationP90,8060.0,6028.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,FingerprintingMean,342,317
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,FingerprintingMedian,69.0,75.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,executed_cacheable,FingerprintingP90,1239.0,1424.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,Duration,159,133
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,Counter,52,52
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,Fingerprinting,14,10
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,DurationMean,3,2
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,DurationMedian,1.0,1.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,DurationP90,9.0,5.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,FingerprintingMedian,0.0,0.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,no-source,FingerprintingP90,1.0,1.0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,Duration,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,Counter,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,DurationMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,lifecycle,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,Duration,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,Counter,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,DurationMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,skipped,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,Duration,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,Counter,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,DurationMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.compile.JavaCompile,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,all outcomes,CacheSize,0,0
TaskType,org.gradle.api.DefaultTask,all outcomes,Duration,9,8
TaskType,org.gradle.api.DefaultTask,all outcomes,Counter,63,63
TaskType,org.gradle.api.DefaultTask,all outcomes,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,all outcomes,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,all outcomes,DurationMedian,0.0,0.0
TaskType,org.gradle.api.DefaultTask,all outcomes,DurationP90,1.0,1.0
TaskType,org.gradle.api.DefaultTask,all outcomes,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,all outcomes,FingerprintingMedian,0.0,0.0
TaskType,org.gradle.api.DefaultTask,all outcomes,FingerprintingP90,0.0,0.0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,Duration,0,0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,Counter,0,0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_cacheable,Duration,0,0
TaskType,org.gradle.api.DefaultTask,executed_cacheable,Counter,0,0
TaskType,org.gradle.api.DefaultTask,executed_cacheable,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,executed_cacheable,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,executed_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,no-source,Duration,0,0
TaskType,org.gradle.api.DefaultTask,no-source,Counter,0,0
TaskType,org.gradle.api.DefaultTask,no-source,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,no-source,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,no-source,DurationMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,no-source,DurationP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,no-source,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,no-source,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,no-source,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,lifecycle,Duration,9,8
TaskType,org.gradle.api.DefaultTask,lifecycle,Counter,63,63
TaskType,org.gradle.api.DefaultTask,lifecycle,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,lifecycle,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,lifecycle,DurationMedian,0.0,0.0
TaskType,org.gradle.api.DefaultTask,lifecycle,DurationP90,1.0,1.0
TaskType,org.gradle.api.DefaultTask,lifecycle,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,lifecycle,FingerprintingMedian,0.0,0.0
TaskType,org.gradle.api.DefaultTask,lifecycle,FingerprintingP90,0.0,0.0
TaskType,org.gradle.api.DefaultTask,skipped,Duration,0,0
TaskType,org.gradle.api.DefaultTask,skipped,Counter,0,0
TaskType,org.gradle.api.DefaultTask,skipped,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,skipped,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,skipped,DurationMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,skipped,DurationP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,skipped,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,skipped,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,Duration,0,0
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,Counter,0,0
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,Fingerprinting,0,0
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,DurationMean,0,0
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.DefaultTask,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,CacheSize,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,Duration,81,109
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,Counter,2,2
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,Fingerprinting,8,10
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,DurationMean,40,54
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,DurationMedian,41.0,55.0
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,DurationP90,63.0,85.0
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,FingerprintingMean,4,5
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,FingerprintingMedian,4.0,5.0
TaskType,org.gradle.api.tasks.bundling.Jar,all outcomes,FingerprintingP90,6.0,7.0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,Duration,81,109
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,Counter,2,2
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,Fingerprinting,8,10
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,DurationMean,40,54
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,DurationMedian,41.0,55.0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,DurationP90,63.0,85.0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,FingerprintingMean,4,5
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,FingerprintingMedian,4.0,5.0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_not_cacheable,FingerprintingP90,6.0,7.0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,Duration,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,Counter,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,DurationMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,Duration,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,Counter,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,DurationMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,no-source,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,Duration,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,Counter,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,Fingerprinting,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,DurationMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,DurationMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,DurationP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,FingerprintingMean,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,lifecycle,FingerprintingP90,NaN,NaN
TaskType,org.gradle.api.tasks.bundling.Jar,skipped,Duration,0,0
TaskType,org.gradle.api.tasks.bundling.Jar,skipped,Counter,0,0
